Hotel Name,Room Type,Single Bed,Double Bed,Price
Appart'City Collection Paris Gare de Lyon,Twin Studio,Yes,No,"₹ 22,107"
Hôtel AMI - Orso Hotels,Standard Double Room - La bonne Amie,No,Yes,"₹ 10,418"
Mode Paris Aparthotel,Superior Studio,No,Yes,"₹ 20,295"
Hôtel Flor Rivoli,Double Room,No,Yes,"₹ 11,906"
Hotel Meslay Republique,Standard Double Room,No,Yes,"₹ 11,906"
Clery 31,One-Bedroom Apartment,No,Yes,"₹ 14,883"
55 Hôtel Montparnasse,Business Room,No,Yes,"₹ 7,605"
MIJE MARAIS,Quadruple Room,No,No,"₹ 14,094"
Pavillon Monceau,Large Double or Twin Room,Yes,Yes,"₹ 10,169"
Hôtel Odyssey by Elegancia,Double Room,No,Yes,"₹ 13,571"
Hôtel Mayet,Superior Twin Room with Street View,Yes,No,"₹ 11,575"
Hôtel du Parc Montparnasse,Standard Twin Room,Yes,No,"₹ 8,900"
Hotel Ekta Champs Elysées,Elegance Double Room,No,Yes,"₹ 15,298"
VLH Montparnasse Eiffel,Standard Double Room,No,Yes,"₹ 8,401"
Hôtel Avama Prony,Double Room with Street View,No,Yes,"₹ 8,755"
Libertel Austerlitz Jardin des Plantes,Cosy Double Room,No,Yes,"₹ 10,087"
Altona,Double Room,Yes,Yes,"₹ 5,871"
Charmant studio rénové calme triangle d’Or Canal St Martin,One-Bedroom Apartment,No,Yes,"₹ 12,402"
Waldorf Montparnasse,Club Double Room,Yes,Yes,"₹ 10,583"
Atelier Montparnasse Hôtel,Double Room,No,Yes,"₹ 8,682"
Art Hotel Eiffel,Standard Double Room,No,Yes,"₹ 11,493"
Hotel Zora,Double Room,No,Yes,"₹ 12,380"
Hotel Auguste,Economy Double Room,No,Yes,"₹ 10,005"
Novotel Paris Porte Versailles,Classic King Room,No,Yes,"₹ 17,215"
Hotel Mirabeau Eiffel,Comfort Double Room,No,Yes,"₹ 9,727"
Hotel The Playce by Happyculture,Double Room,Yes,Yes,"₹ 9,285"
Appartement élégant,One-Bedroom Apartment,No,Yes,"₹ 79,064"
Artemisia Montmartre,Double Room,No,Yes,"₹ 14,196"
Eiffel Tower Oasis,Double Room with Private Bathroom,No,Yes,"₹ 22,324"
Hotel Imperial Paris,Standard Double Room,No,Yes,"₹ 11,938"
Hotel Phenix Paris,Double Room,No,Yes,"₹ 10,087"
"The Originals Boutique, Hôtel Maison Montmartre, Paris",Double Room,No,Yes,"₹ 8,880"
NEW Private apartment Paris city center - Les Arènes Pantheon Notre-Dame Jussieu Jardin des Plantes Quai de Seine,One-Bedroom Apartment,No,Yes,"₹ 11,162"
Hôtel Prince Albert Concordia,Double Room,No,Yes,"₹ 9,674"
Hôtel De l'Arcade,Standard Double Room,No,Yes,"₹ 16,536"
Hotel Puy De Dôme,Standard Double Room,No,Yes,"₹ 12,822"
Paris Art Hotel Quartier Latin by Malone,"Standard Double Room ""Labyrinthe""",Yes,Yes,"₹ 13,618"
Hotel Minerve,Small Twin Room,Yes,No,"₹ 11,311"
Color Design Hotel,Standard Double Room,No,Yes,"₹ 9,095"
Hotel Saint Honore 85,Double Room,Yes,Yes,"₹ 9,727"
Libertel Canal Saint Martin,Comfort Double Room - Courtyard,Yes,Yes,"₹ 7,772"
Maison Malesherbes,Double Room,No,Yes,"₹ 14,007"
Adagio Paris 19ème Cité de la Musique,Small Studio (2 Adults),Yes,Yes,"₹ 9,192"
Best Western Allegro Nation,Classic Double Room,No,Yes,"₹ 10,526"
Exe Paris centre,Standard Double or Twin Room,Yes,Yes,"₹ 9,638"
Hotel Diana Paris,Double Room,No,Yes,"₹ 13,530"
Apartments WS Opéra - Laffitte,One-Bedroom Apartment,No,Yes,"₹ 8,334"
Mary's Hotel République,Superior Double Room,Yes,Yes,"₹ 10,749"
Hotel des Vosges,Standard Double Room,No,Yes,"₹ 8,197"
Apollinaire,Double Room,No,Yes,"₹ 10,749"
Chatillon Paris Montparnasse,Classic Double Room,No,Yes,"₹ 7,693"
Hôtel 31 - Paris Tour Eiffel,Double Room with Balcony,No,Yes,"₹ 14,635"
Hôtel du Mont Blanc,Double Room,No,Yes,"₹ 15,838"
Hôtel Gustave,Double Room - Disability Access,No,Yes,"₹ 14,237"
Kube Hotel Paris - Ice Bar,Kube Double or Twin Room,Yes,Yes,"₹ 15,478"
Hôtel Léonard de Vinci II,Double Room,No,Yes,"₹ 10,346"
Hotel Eiffel Blomet,Standard Double Room with Pool access,No,Yes,"₹ 19,720"
Relais Bergson,Double Room,No,Yes,"₹ 8,489"
Hotel Vacances Bleues Provinces Opera,Standard Double Room,No,Yes,"₹ 12,568"
Hôtel Du Printemps,Standard Double/Twin Room,Yes,Yes,"₹ 13,353"
Hôtel Gaston,Double Room,Yes,Yes,"₹ 9,674"
Hotel Du Beaumont,Standard Double Room,No,Yes,"₹ 9,591"
Hôtel Belloy Saint Germain,Standard Double Room,No,Yes,"₹ 14,326"
Charming apt - St Germain des Prés-Mobility Lease,Two-Bedroom Apartment,No,Yes,"₹ 6,747"
Best Western Plus Opéra Batignolles,Classic Double Room with Double Bed - Non-Smoking,No,Yes,"₹ 12,935"
Hotel Park Lane Paris,Classic Double Room,No,Yes,"₹ 10,965"
Hôtel Galileo Champs Elysées,Traditional Double Room,Yes,Yes,"₹ 15,298"
Hotel des Arts - Cite Bergere,Double Room,No,Yes,"₹ 10,666"
Hotel Esmeralda,Double Room,No,Yes,"₹ 13,394"
Hotel De La Cite Rougemont,Double Room,No,Yes,"₹ 9,426"
Serotel Lutèce,Classic Double Room,No,Yes,"₹ 14,056"
Hôtel Le Relais Saint Charles,Classic Double Room - Street view,No,Yes,"₹ 11,575"
Hotel Relais Bosquet by Malone,Standard Double/Twin Room,Yes,Yes,"₹ 14,945"
Beau M Paris,Double Room with Private Bathroom,Yes,Yes,"₹ 10,965"
Hotel de Nesle,Double Room with Shared Toilet,No,Yes,"₹ 10,612"
Hôtel 15 Montparnasse,Standard Double Room,No,Yes,"₹ 11,054"
Best Western Plus Hôtel Mercedes,Classic Queen Room with Queen Bed,No,Yes,"₹ 10,344"
Mercure Paris Gare De Lyon TGV,Superior Room with Queen Bed,No,Yes,"₹ 16,147"
Hotel London,Superior Twin Room,Yes,No,"₹ 10,700"
Hôtel Le M,Classic Double or Twin Room,Yes,Yes,"₹ 12,292"
B&B HOTEL Paris Porte des Lilas,Twin Room,Yes,No,"₹ 5,284"
Hôtel Orchidée,Double Room with Street View,No,Yes,"₹ 9,095"
Tonic Hotel Saint Germain des Prés,Classic Double Room with Bath,No,Yes,"₹ 11,079"
New Hotel Le Voltaire,Standard Twin Room,Yes,No,"₹ 11,989"
Arc de Triomphe Etoile,Classic Twin Room,Yes,No,"₹ 13,353"
Courtyard by Marriott Paris Gare de Lyon,Deluxe Twin Room,Yes,No,"₹ 18,323"
Hôtel De La Porte Dorée,Standard Double Room,No,Yes,"₹ 11,659"
Mama Shelter Paris East,Small Mama Double Room,No,Yes,"₹ 11,858"
Hotel Monsieur & Spa,Superior Double Room with with Private Hammam Access,Yes,Yes,"₹ 18,305"
Hôtel Tiquetonne,Double Room with Shared Bathroom,No,Yes,"₹ 8,930"
Virgina,Double Room with Balcony,No,Yes,"₹ 9,197"
Charmant Studio Palais Royal Musée du Louvre,Studio,No,Yes,"₹ 13,176"
Hôtel Atlantis,Superior Double Room,No,Yes,"₹ 11,025"
Hotel de Neuville Arc de Triomphe,Classic Double Room,No,Yes,"₹ 9,462"
ibis Paris Vaugirard Porte de Versailles,Standard Double Room,No,Yes,"₹ 14,737"
Hotel Les Bulles De Paris,Classic Double or Twin Room,Yes,Yes,"₹ 14,966"
"voco Paris Montparnasse, an IHG Hotel",Cosy King Room,No,Yes,"₹ 10,448"
Rose Bourbon,Classic Double Room,No,Yes,"₹ 9,197"
Hôtel de la Tour Eiffel,Double Room,No,Yes,"₹ 14,800"
Marceau Champs-Elysées,Comfort Double Room,No,Yes,"₹ 17,777"
Hôtel Sanso by HappyCulture,Double Room,Yes,Yes,"₹ 9,727"
Mercure Paris Opera Grands Boulevards,Classic Â Twin Room,Yes,No,"₹ 10,734"
Mercure Paris Gare de l'Est,Classic Â Twin Room,Yes,No,"₹ 12,557"
Hotel Paris Italie,Standard Double Room,No,Yes,"₹ 7,069"
Hotel Le Friedland,Standard Double or Twin Room,Yes,Yes,"₹ 14,644"
Hotel Andréa,Double Room,No,Yes,"₹ 12,203"
Hôtel de Sévigné,Superior Room with Balcony,No,Yes,"₹ 13,264"
Mercure Paris Bastille Marais,Classic Double Room,No,Yes,"₹ 13,576"
"The Originals City, Hôtel Lecourbe, Paris Tour Eiffel (Inter-Hotel)",Standard Double Room,No,Yes,"₹ 7,359"
Hotel Terminus Lyon,Classic Double Room,No,Yes,"₹ 10,169"
OKKO Hotels Paris Gare de l'Est,Classic Room,No,Yes,"₹ 14,414"
Hôtel Veryste Paris,Superior Twin Room,Yes,Yes,"₹ 10,700"
Hotel Luna Park,Double Room with Private Bathroom,Yes,No,"₹ 7,069"
Hôtel Saint Pierre,Double Room,No,Yes,"₹ 14,326"
Hipotel Paris Voltaire Bastille,Double Room,No,Yes,"₹ 8,103"
Hotel OHM by Happyculture,Double Room,Yes,Yes,"₹ 8,843"
Hotel Elysée Secret,Standard Queen Room,No,Yes,"₹ 11,765"
Hôtel La Parizienne,Double Room - Disability Access - Ground Floor,No,Yes,"₹ 9,426"
Hôtel Du Bois Champs-Elysées,Classic Double Room,No,Yes,"₹ 12,155"
Residhome Paris Rosa Parks,Studio with Double Bed or Twin Beds,No,Yes,"₹ 10,169"
Hôtel de Genève,Double Room,No,Yes,"₹ 10,253"
Timhotel Tour Montparnasse,Comfort Double Room,No,Yes,"₹ 10,028"
Luxurious 2 Bedroom Arc de Triomphe Dôme Free Netflix,Two-Bedroom Apartment,No,Yes,"₹ 17,651"
Hotel Peyris Opera,Classic Double or Twin Room,Yes,Yes,"₹ 10,087"
Hôtel D'Alsace,Double Room,No,Yes,"₹ 11,832"
Hotel Royal Phare,Classic Double Room,No,Yes,"₹ 14,945"
Appartement type loft - 40m² Marais,One-Bedroom Apartment,No,Yes,"₹ 18,604"
Hôtel L'Interlude,Double Classic Room with Courtyard View,No,Yes,"₹ 10,963"
Hotel Modern Est,Classic Double Room,No,Yes,"₹ 9,724"
Hôtel des Arts Montmartre,Standard Double Room,No,Yes,"₹ 16,271"
Hotel Rochechouart - Orso Hotels,Classic Double Room,No,Yes,"₹ 18,604"
L'Empire Paris,Superior Double or Twin Room,Yes,Yes,"₹ 18,935"
Tipi,Twin Room,Yes,No,"₹ 8,755"
Best Western Plus Quartier Latin Pantheon,Superior Queen Room,No,Yes,"₹ 14,795"
Lennon Hotel Paris Gare du Nord,Double Room (Without Air-Conditioning),No,Yes,"₹ 10,015"
Odalys City Paris XVII,Standard Studio (2 Adults),Yes,Yes,"₹ 8,575"
Luxurious flat in the center,One-Bedroom Apartment,No,Yes,"₹ 29,864"
Hotel Albe Bastille,Standard Double Room,No,Yes,"₹ 10,749"
Hôtel Apollo Opéra,Double Room,No,Yes,"₹ 7,875"
Dauphine Saint Germain,Double Room,No,Yes,"₹ 17,421"
Appartement type loft - 40m² Marais,One-Bedroom Apartment,No,Yes,"₹ 18,604"
Hôtel L'Interlude,Double Classic Room with Courtyard View,No,Yes,"₹ 10,963"
Hotel Modern Est,Classic Double Room,No,Yes,"₹ 9,724"
Hôtel des Arts Montmartre,Standard Double Room,No,Yes,"₹ 16,271"
Kyriad Hotel XIII Italie Gobelins,Double Room,No,Yes,"₹ 7,441"
Hotel Rochechouart - Orso Hotels,Classic Double Room,No,Yes,"₹ 18,604"
L'Empire Paris,Superior Double or Twin Room,Yes,Yes,"₹ 18,935"
Tipi,Twin Room,Yes,No,"₹ 8,755"
Best Western Plus Quartier Latin Pantheon,Superior Queen Room,No,Yes,"₹ 14,795"
Lennon Hotel Paris Gare du Nord,Double Room (Without Air-Conditioning),No,Yes,"₹ 10,015"
Odalys City Paris XVII,Standard Studio (2 Adults),Yes,Yes,"₹ 8,575"
Luxurious flat in the center,One-Bedroom Apartment,No,Yes,"₹ 29,864"
Hotel Albe Bastille,Standard Double Room,No,Yes,"₹ 10,749"
Hôtel Apollo Opéra,Double Room,No,Yes,"₹ 7,875"
Dauphine Saint Germain,Double Room,No,Yes,"₹ 17,421"
Pavillon de Montmartre,Double Room,No,Yes,"₹ 8,136"
FIAP Paris,Twin Room,Yes,No,"₹ 8,764"
Hôtel d'Argenson,Small Double Room,No,Yes,"₹ 11,824"
Hôtel des Beaux Arts,Double Room without Window,No,Yes,"₹ 10,346"
Cœur de Paris,One-Bedroom Apartment,No,Yes,"₹ 11,162"
Arc Elysées,Double Room,No,Yes,"₹ 15,917"
Les Jardins Du Luxembourg,Comfort Double Room,No,Yes,"₹ 19,761"
Hotel Monsieur Helder,Superior Double Room,No,Yes,"₹ 12,203"
Le Malown,Deluxe Double Room,Yes,Yes,"₹ 13,707"
Amazing Apartment 4BR10P - Caire Montorgueil,Apartment,No,Yes,"₹ 32,440"
Hotel des Pyrénées,Double Room,No,Yes,"₹ 7,855"
Hotel Audran,Double Room,No,Yes,"₹ 7,441"
Best Western Montcalm,Classic Queen Room,No,Yes,"₹ 11,293"
Cosy apt Arc de Triomphe,One-Bedroom Apartment,No,Yes,"₹ 11,782"
Philéas Lazare & Spa,Classic Double Room,No,Yes,"₹ 14,800"
Hotel Le Rocroy,Classic room,No,Yes,"₹ 11,231"
New Hotel Lafayette,Small Double Room,No,Yes,"₹ 11,989"
Apollon Montparnasse,Double Standard,No,Yes,"₹ 10,081"
Hotel Opera Maintenon,Double Room,No,Yes,"₹ 12,380"
Hotel De L'Horloge,Standard Studio Double,No,Yes,"₹ 10,450"
ibis Paris Gare du Nord Château Landon 10ème,Standard Double Room,No,Yes,"₹ 9,541"
Le Petit Cosy Hôtel,"Double with Queen bed or Twin Room, courtyard view",Yes,Yes,"₹ 11,659"
Five Boutique Hotel Paris Quartier Latin,Classic Double Room,No,Yes,"₹ 11,736"
Hôtel Petit Saint-Honoré,Twin Room,Yes,No,"₹ 7,359"
Hotel Camille Paris Tapestry Collection by Hilton,King Room,No,Yes,"₹ 15,815"
Hotel Vacances Bleues Villa Modigliani,Comfort Double or Twin Room,No,Yes,"₹ 11,079"
Bloom House Hôtel & SPA,Classic Double Room,No,Yes,"₹ 21,135"
Apostrophe Hôtel,Balneo Double Room with Chromotherapy Bath,No,Yes,"₹ 13,990"
Hôtel des Buttes Chaumont,Double Room,No,Yes,"₹ 7,870"
Agate Hôtel,Standard Double Room,No,Yes,"₹ 9,007"
Hotel Lilas Blanc,Twin Room without elevator,Yes,No,"₹ 10,258"
ATN Hôtel,Double Room,No,Yes,"₹ 9,922"
Hotel Moderne Saint Germain,Superior Double Room,No,Yes,"₹ 12,519"
Generator Paris,Deluxe Twin,Yes,No,"₹ 9,228"
Elysees Niel Hotel,Double Room,No,Yes,"₹ 9,285"
ibis Budget Paris Nord 18ème,Standard Double Room,No,Yes,"₹ 7,825"
Best Western Aramis Saint Germain,Standard Double Room,No,Yes,"₹ 13,287"
Hotel Opéra d'Antin,Comfort Double Room,No,Yes,"₹ 14,304"
Villathena,Double Room,No,Yes,"₹ 10,718"
Hotel Le Clos d'Alésia,Superior Double Room,No,Yes,"₹ 7,111"
Hôtel Esté,Classic Room,Yes,Yes,"₹ 17,067"
Le Belleval,Superior Double or Twin Room,Yes,Yes,"₹ 15,033"
New Hotel Saint Lazare,Double Room,No,Yes,"₹ 8,682"
Hotel Joyce - Astotel,Standard Double Room,No,Yes,"₹ 13,264"
ibis Styles Paris Bercy,Standard Double Room,No,Yes,"₹ 15,970"
Drawing House,Double Room,Yes,Yes,"₹ 19,454"
Hotel Belfort,Double Room with Private Bathroom,No,Yes,"₹ 9,674"
Europe Hotel Paris Eiffel,Cozy Double Room,No,Yes,"₹ 11,906"
Solar Hotel,Double Room,No,Yes,"₹ 13,176"
Prince Monceau,Standard Double Room with Shower,No,Yes,"₹ 8,136"
Apartments WS Saint-Lazare - Lafayette,Studio,No,Yes,"₹ 9,599"
Happy Stay Paris - Loft Paris Center,Three-Bedroom Apartment,Yes,Yes,"₹ 23,796"
Hôtel Hélios Opéra,Classic Room,No,Yes,"₹ 19,017"
Hotel Orphée - Orso Hotels,Classic Double Room,No,Yes,"₹ 12,402"
Le Hameau de Passy,Double Room,No,Yes,"₹ 14,326"
Hotel Mademoiselle,Classic Double or Twin Room,Yes,Yes,"₹ 10,914"
ibis Paris Avenue de la Republique,Standard Double Room,No,Yes,"₹ 9,439"
Hotel Apolonia Paris Montmartre; Sure Hotel Collection by Best Western,Standard Double Room,No,Yes,"₹ 11,293"
Hôtel Hor Les Lumières,Double Room,No,Yes,"₹ 12,250"
Hôtel Le Relais Saint-Germain,Double Room,No,Yes,"₹ 22,738"
Hôtel Lodge In Paris 13,Twin Room,Yes,No,"₹ 5,953"
Les Jardins Du Marais,Classic Room,No,Yes,"₹ 13,862"
Maison Albar Hotels Le Champs-Elysées,Superior Double Room,No,Yes,"₹ 25,645"
Mercure Paris Gare Montparnasse TGV,Classic Double Room,No,No,"₹ 14,768"
Hotel de la Bretonnerie,Classic Double Room,No,Yes,"₹ 12,739"
Madrigal,Double Room - Double Mignonne,No,Yes,"₹ 10,749"
ibis Paris Gare de Lyon Diderot,Standard Double Room,No,Yes,"₹ 9,917"
Palym,Double Room,No,Yes,"₹ 13,974"
Beauquartier Paris - Le Marais Archives,Superior Studio,No,Yes,"₹ 6,503"
Atlantic Hotel,Standard Queen Room,No,Yes,"₹ 12,557"
Apartments WS Tour Eiffel - Saint-Charles,Studio with Garden View,No,Yes,"₹ 10,046"
Vice Versa,Classic Room,Yes,Yes,"₹ 12,734"
Hôtel Aurore Paris Gare de Lyon,Classic Double Room with Double Bed - Non-Smoking,No,Yes,"₹ 10,832"
Hôtel Emile Le Marais,Double Room,No,Yes,"₹ 13,264"
Best Western Au Trocadéro,Double Room with 1 Double Bed,No,Yes,"₹ 18,482"
Hôtel Baudelaire Opéra,Standard Double Room,No,Yes,"₹ 11,231"
Hôtel Mazagran,Standard Double Room,No,Yes,"₹ 9,639"
Hôtel Sunny,Standard Twin Room,Yes,No,"₹ 9,920"
Hôtel Léopold - Orso Hotels,Superior Double Room,Yes,Yes,"₹ 14,139"
ibis Maine Montparnasse,Standard Twin Room,Yes,No,"₹ 10,474"
Hôtel du Quai de Seine,Double Room,No,Yes,"₹ 7,937"
Hotel Joke - Astotel,Standard Double Room,No,No,"₹ 13,264"
Le Quartier Bercy-Square,Classic Room,No,Yes,"₹ 11,079"
Kyriad Paris 10 - Canal Saint Martin - République,Double Room,No,Yes,"₹ 8,186"
Pullman Paris Tour Eiffel,Classic King Room - Garden Side,No,Yes,"₹ 37,052"
Hotel Victor Massé,Double Room,No,Yes,"₹ 8,930"
Hôtel Baldi by Magna Arbor,Standard Double Room,No,Yes,"₹ 9,509"
Campanile Paris 14 - Maine Montparnasse,Double Room,No,Yes,"₹ 8,599"
Hôtel La Conversation,Classic Room,No,Yes,"₹ 12,733"
Monsieur Cadet Hotel & Spa,Superior Double Room with Free Access to Steam Bath,Yes,Yes,"₹ 16,289"
Hôtel le 209 Paris Bercy,Standard Double Room,No,Yes,"₹ 11,832"
Graphik Montparnasse,Double Room with Private Bathroom,No,Yes,"₹ 10,523"
Chambre privée paris 16,Double Room,No,Yes,"₹ 6,698"
Hôtel Albe Saint Michel,Twin Room,Yes,No,"₹ 15,958"
Hotel Brady - Gare de l'Est,Standard Double Room,Yes,Yes,"₹ 13,176"
Hôtel Beauregard,Standard Room,No,Yes,"₹ 13,692"
Le Tsuba Hotel,Superior Double Room,No,Yes,"₹ 23,777"
Hotel Best Western Anjou Lafayette,Classic Queen Room,No,Yes,"₹ 12,196"
ibis Paris Gare De L'Est TGV,Standard Double Room,No,Yes,"₹ 13,835"
Hotel Paradiso,Double Room Paradiso,Yes,Yes,"₹ 15,717"
Hôtel Plaza Étoile,Classic Double or Twin Room,Yes,Yes,"₹ 17,777"
Jardin de Villiers,Double Room,No,Yes,"₹ 12,072"
Hotel Sleeping Belle,Economy Double Room,No,Yes,"₹ 12,568"
George Sand,Double Room,No,Yes,"₹ 14,510"
Les Plumes Hotel,Double or Twin Room,Yes,Yes,"₹ 17,942"
"Hotel Litteraire Le Swann, BW Premier Collection",Classic Double Room - Non-Smoking,No,Yes,"₹ 13,320"
Hôtel Ambassadeur,Double Room,No,Yes,"₹ 8,755"
Eiffel Petit Louvre,Standard Double Room,No,Yes,"₹ 10,832"
Hôtel du Jardin des Plantes,Comfort Double Room,No,Yes,"₹ 16,123"
"ELSA, Hôtel Paris",Superior Double Room,No,Yes,"₹ 15,131"
Hôtel De La Paix,Small Double Room,No,Yes,"₹ 12,981"
Timhotel Opera Madeleine,Comfort Double or Twin Room,Yes,Yes,"₹ 11,858"
Bonséjour Montmartre,Double Room with Shared Bathroom,No,Yes,"₹ 9,095"
Ibis Paris Tour Eiffel Cambronne 15ème,Standard Room with 2 Single Beds,Yes,No,"₹ 14,904"
Hotel Paix Republique,Classic Double Room,No,Yes,"₹ 11,832"
Grand Hotel du Loiret,Double Room,No,Yes,"₹ 17,907"
Hotel de L'Empereur by Malone,Standard Double Room,No,Yes,"₹ 17,597"
Classics Hotel Bastille,Standard Room,Yes,No,"₹ 12,072"
Hôtel Derby Eiffel,Double or Twin Room,Yes,Yes,"₹ 14,304"
Cler Hotel,Double Room,No,Yes,"₹ 17,244"
Hotel Geoffroy Marie Opéra,Twin Room,Yes,No,"₹ 10,485"
Hotel Louis II,Standard Double Room,No,Yes,"₹ 15,298"
Hotel Atelier Vavin,Double Room Cabriole,No,Yes,"₹ 10,258"
Hôtel Pavillon Bastille,Classic Double or Twin Room,Yes,Yes,"₹ 10,716"
Hotel André Latin,Double Room,No,Yes,"₹ 11,142"
Balmoral Champs Elysées,Standard Double Room,No,Yes,"₹ 14,552"
Hotel Claude Bernard Saint-Germain,Double,Yes,Yes,"₹ 14,478"
Hôtel Gabriel Paris,Standard Room,No,Yes,"₹ 16,867"
"Niepce Paris, Curio Collection By Hilton",Queen Room,No,Yes,"₹ 19,672"
Hotel Astoria - Astotel,Standard Double Room,No,Yes,"₹ 12,203"
Hôtel Du Brésil,Twin Room,Yes,No,"₹ 10,523"
hotelF1 Paris Porte de Châtillon,Tandem Room,No,Yes,"₹ 6,907"
Le Bellevue,Superior Studio,Yes,Yes,"₹ 9,376"
Hotel De La Poste,Standard Double Room with Shared Bathroom,No,Yes,"₹ 4,732"
Hôtel Volney Opéra,Standard Double Room,No,Yes,"₹ 15,213"
Hôtel Londres et New York - Les Collectionneurs,Standard Double Room,No,Yes,"₹ 16,359"
Novotel Suites Paris Montreuil Vincennes,Superior Double Room with Sofa Bed,No,Yes,"₹ 10,523"
New Hôtel Gare Du Nord,Double Room,No,Yes,"₹ 9,983"
Hôtel Elysées Paris,Deluxe Double or Twin Room,Yes,Yes,"₹ 14,945"
MEININGER Hotel Paris Porte de Vincennes,Twin Room,Yes,No,"₹ 12,115"
Apartments WS Hôtel de Ville - Beaubourg,Standard Studio,No,Yes,"₹ 8,557"
Régence Etoile,Standard Double Room,No,Yes,"₹ 16,619"
ibis Paris Nation Davout,Standard Double Room,No,Yes,"₹ 9,244"
Trendy Canettes Hotel,Superior Double or Twin Room,Yes,No,"₹ 10,832"
Hôtel de l'Exposition - Tour Eiffel,Classic Double Room,No,Yes,"₹ 11,162"
ibis Paris Avenue d'Italie 13ème,Standard Double Room,No,Yes,"₹ 7,799"
Citadines Montparnasse Paris,Studio,Yes,Yes,"₹ 12,115"
Hotel Eiffel Capitol,Double Room,No,Yes,"₹ 10,749"
Hotel Bridget,Double Room,No,Yes,"₹ 10,997"
Amélie Hotel,Double Room,No,Yes,"₹ 13,332"
ibis Daumesnil Porte Doree,Standard Twin Room,Yes,No,"₹ 9,034"
Longchamp Elysées,Double or Twin Room,Yes,Yes,"₹ 19,454"
Hotel Little Regina,Double Room,No,Yes,"₹ 11,741"
The Chess Hotel,Superior Double or Twin Room,Yes,Yes,"₹ 17,509"
Golden Tulip Opera de Noailles,Standard Double Room,No,Yes,"₹ 22,985"
La Suite du Marais,Deluxe Suite,No,Yes,"₹ 24,804"
Hôtel Odessa Montparnasse,Superior Double Room,No,Yes,"₹ 12,816"
Hotel Le Chat Noir,Double or Twin Room,Yes,Yes,"₹ 11,741"
Romance Malesherbes by Patrick Hayat,Baudelaire Room,No,Yes,"₹ 10,253"
Bel Oranger Gare de Lyon,Double Room,No,Yes,"₹ 9,178"
Mercure Paris Gare De Lyon Opera Bastille,Classic Double Room,No,Yes,"₹ 15,564"
Hotel Duette Paris,Double Room,No,Yes,"₹ 13,312"
Hôtel de la Place du Louvre - Esprit de France,Cosy Double Room,No,Yes,"₹ 20,020"
ibis Paris Opera La Fayette,Standard Double Room,No,Yes,"₹ 11,467"
Hotel Claridge Paris,Classic Double Room,No,Yes,"₹ 20,836"
